Latitude,Longitude,Sample Date,pet,aet,def,ppt,q,soil,pdsi,tmax,tmin,vap,swe,temp_range,aridity_index,evap_fraction,water_balance
-27.495556,26.074722,04-01-2011,99.700005,94.5,5.2000003,99.5,5.0,0.4,3.26,24.73,9.17,1.189,0.0,15.559999,0.9979939361238346,0.9478435,5.0
-26.648056,27.089444,05-01-2011,83.5,70.5,13.0,63.300000000000004,3.2,12.2,4.21,21.92,5.92,0.90200007,0.0,16.0,0.7580838323353294,0.84431136,-7.199999999999996
-26.970278,27.211111,05-01-2011,82.1,72.5,9.6,66.7,3.3000000000000003,14.900001,4.8199997,21.859999,6.14,0.89100003,0.0,15.719999,0.81242388842461,0.88306946,-5.799999999999997
-27.38972222,26.46388889,05-01-2011,83.200005,83.200005,0.0,97.4,4.9,9.7,4.7999997,22.81,6.98,0.901,0.0,15.83,1.1706730125130318,1.0,14.199995422363287
-27.044444,27.005,05-01-2011,82.4,75.6,6.8,74.60000000000001,3.7,13.0,4.81,21.949999,6.25,0.90300006,0.0,15.699999,0.9053397890602077,0.9174757,-0.9999984741210852
-30.830556,26.921389,06-01-2011,57.0,53.100002,3.9,54.1,2.7,8.0,4.41,14.589999,-0.94,0.609,0.0,15.529999,0.9491228070175439,0.931579,0.999997711181642
-27.00222,28.76528,06-01-2011,70.0,37.100002,32.9,26.400000000000002,1.3,15.6,4.72,17.38,-2.55,0.609,0.0,19.929998,0.37714285714285717,0.53000003,-10.700002288818357
-27.02314,28.59389,06-01-2011,72.4,32.600002,39.8,27.0,1.3,13.5,4.62,17.869999,-2.26,0.60200006,0.0,20.13,0.37292816893586705,0.45027626,-5.600002288818359
-30.679722,26.7125,06-01-2011,59.8,44.4,15.400001,44.900000000000006,2.2,5.1,4.45,15.74,-0.61,0.624,0.0,16.35,0.750836129980644,0.742475,0.49999847412109943
-30.160091,27.40124,06-01-2011,57.4,54.0,3.4,53.800000000000004,2.7,15.900001,5.8399997,14.62,-0.44,0.58400005,0.0,15.059999,0.9372822050491438,0.9407665,-0.19999999999999574
-32.595833,19.009444,06-01-2011,52.7,52.7,0.0,73.2,3.7,19.1,-2.05,19.279999,6.42,0.94600004,0.0,12.859999,1.3889942872918684,1.0,20.49999923706055
-25.99136,27.84208,10-01-2011,173.2,46.7,126.5,48.0,2.4000000000000004,6.3,2.24,28.539999,11.05,1.1600001,0.0,17.489998,0.27713626354360715,0.2696305,1.2999992370605469
-26.73806,27.59194,10-01-2011,179.40001,38.5,140.90001,39.5,2.0,5.3,2.1299999,28.34,10.179999,1.079,0.0,18.16,0.2201783611159805,0.21460423,1.0
-26.45,28.085833,10-01-2011,172.90001,43.9,129.0,45.300000000000004,2.3000000000000003,5.6,1.41,27.91,10.01,1.1170001,0.0,17.9,0.2620011428647073,0.25390399,1.399998474121098
-30.86013889,29.07125,10-01-2011,138.0,30.1,107.9,28.8,1.4000000000000001,9.900001,3.75,25.609999,10.95,1.2720001,0.0,14.659999,0.20869565217391306,0.21811594,-1.3000003814697259
-27.356667,27.286389,10-01-2011,185.8,30.5,155.3,31.6,1.6,3.7,2.28,29.06,10.19,1.065,0.0,18.869999,0.17007534704505506,0.164155,1.1000000000000014
-27.01011111,26.69808333,11-01-2011,191.7,42.3,149.40001,44.300000000000004,2.2,2.3,0.90999997,30.09,12.559999,1.2870001,0.0,17.53,0.23109024885358098,0.22065727,2.0000007629394574
-25.73411,27.21422,11-01-2011,182.5,54.2,128.3,56.2,2.8000000000000003,5.6,0.74,29.99,12.88,1.4410001,0.0,17.11,0.3079452054794521,0.2969863,1.9999992370605497
-26.98472222,26.63227778,11-01-2011,192.0,42.4,149.6,44.300000000000004,2.2,2.7,1.16,30.16,12.74,1.291,0.0,17.42,0.23072916666666668,0.22083335,1.899998474121098
-27.398611,26.614722,11-01-2011,197.40001,43.2,154.2,45.2,2.3000000000000003,2.7,1.0699999,30.63,12.32,1.245,0.0,18.31,0.22897668644202546,0.21884498,1.9999992370605497
-27.671111,27.236944,11-01-2011,192.1,40.5,151.6,42.2,2.1,2.9,1.29,30.029999,11.679999,1.253,0.0,18.349998,0.21967724445182982,0.2108277,1.7000000000000028
-29.160278,26.573333,11-01-2011,199.1,28.4,170.7,29.5,1.5,2.7,1.2099999,29.3,9.62,1.0350001,0.0,19.68,0.1481667458345653,0.14264189,1.1000003814697266
-34.250556,20.9925,11-01-2011,140.2,52.8,87.4,51.900000000000006,2.6,12.3,2.73,24.189999,12.67,1.4920001,0.0,11.519999,0.37018545741595127,0.37660486,-0.8999992370605412
-25.45963889,28.26430556,11-01-2011,182.8,52.2,130.6,54.2,2.7,5.7000003,0.77,31.4,14.759999,1.6400001,0.0,16.64,0.2964989009581902,0.285558,1.9999992370605497
-25.81048333,27.90955222,12-01-2011,164.1,96.1,68.0,100.5,5.0,5.1,1.3299999,28.97,16.56,1.626,0.0,12.41,0.6124314214626158,0.5856185,4.400001525878906
-27.273889,28.49,12-01-2011,164.3,100.1,64.200005,104.7,5.2,4.4,1.17,27.599998,14.009999,1.416,0.0,13.589999,0.6372489230387743,0.6092513,4.600001525878909
-27.4275,28.525833,12-01-2011,163.6,102.8,60.8,107.7,5.4,3.8,1.37,27.46,13.75,1.4080001,0.0,13.709999,0.6583129338751633,0.6283619,4.89999694824219
-28.883333,27.89,12-01-2011,164.2,101.0,63.2,105.80000000000001,5.300000000000001,3.3,2.09,26.349998,12.929999,1.292,0.0,13.419999,0.6443361873712424,0.61510354,4.800000000000011
-27.00222,28.76528,13-01-2011,161.6,91.200005,70.4,95.4,4.800000000000001,5.0,0.7,27.63,14.11,1.442,0.0,13.5199995,0.5903465123565027,0.56435645,4.199995422363287
-27.02314,28.59389,13-01-2011,163.1,93.3,69.8,97.60000000000001,4.9,4.8,0.58,27.8,14.2,1.4410001,0.0,13.599999,0.598405863566036,0.5720417,4.299996948242196
-30.534167,24.961944,13-01-2011,205.0,42.600002,162.40001,44.900000000000006,2.2,0.0,-1.48,29.9,13.13,1.169,0.0,16.77,0.21902439024390247,0.20780489,2.2999977111816463
-28.460833,21.248889,13-01-2011,244.7,49.600002,195.1,52.300000000000004,2.6,0.0,4.5,33.62,16.89,0.952,0.0,16.73,0.21373110197080328,0.20269719,2.699997711181645
-29.658056,25.973333,14-01-2011,186.90001,67.700005,119.200005,71.0,3.6,2.2,1.41,28.289999,12.61,1.2210001,0.0,15.679999,0.3798822713861634,0.3622258,3.2999954223632812
-28.760833,17.730278,16-01-2011,257.5,1.2,256.30002,1.3,0.1,0.0,1.42,34.98,19.64,0.9480001,0.0,15.34,0.005048543689320389,0.0046601943,0.09999995231628422
-25.513889,31.224444,17-01-2011,149.40001,102.200005,47.2,105.80000000000001,5.300000000000001,13.2,1.05,28.0,17.51,1.8850001,0.0,10.49,0.7081659539260178,0.6840696,3.5999954223632926
-26.861111,28.884722,17-01-2011,161.0,85.200005,75.8,89.0,4.5,5.2000003,-1.89,27.43,14.009999,1.445,0.0,13.420001,0.5527950310559007,0.52919257,3.7999954223632812
-31.554722,29.245556,17-01-2011,123.700005,115.3,8.400001,106.2,5.300000000000001,36.100002,3.6299999,24.68,16.57,1.8870001,0.0,8.110001,0.8585286666933521,0.93209374,-9.10000305175781
-28.058889,30.373611,17-01-2011,158.0,95.0,63.0,99.60000000000001,5.0,4.2000003,-2.27,28.029999,14.679999,1.593,0.0,13.349999,0.6303797468354431,0.60126585,4.6000000000000085
-25.127778,27.628889,18-01-2011,169.3,107.1,62.2,112.2,5.6000000000000005,6.1,1.31,31.17,17.97,1.789,0.0,13.200001,0.6627288716923331,0.63260484,5.100001525878909
-25.20639,27.558,18-01-2011,170.0,108.0,62.0,112.9,5.6000000000000005,6.5,1.43,31.109999,17.91,1.7850001,0.0,13.199999,0.6641176470588236,0.63529414,4.900000000000006
-24.69514,27.40906,18-01-2011,172.90001,115.6,57.3,121.0,6.0,7.0,1.74,31.609999,18.789999,1.8190001,0.0,12.82,0.6998264522434787,0.66859454,5.400001525878906
-25.681111,31.783333,18-01-2011,149.2,63.100002,86.1,65.4,3.3000000000000003,10.7,-1.52,29.599998,18.289999,2.1200001,0.0,11.309999,0.43833781057440246,0.42292228,2.2999977111816463
-27.802778,28.768333,18-01-2011,159.1,102.8,56.3,107.80000000000001,5.4,3.3,1.4499999,26.91,13.11,1.386,0.0,13.8,0.6775612562193231,0.6461345,4.999996948242199
-27.398611,26.614722,18-01-2011,191.90001,80.9,111.0,84.9,4.2,2.5,1.3399999,29.939999,15.61,1.445,0.0,14.329999,0.4424179048960037,0.42157373,3.9999984741210994
-31.104278,29.399722,18-01-2011,134.1,115.700005,18.4,101.80000000000001,5.1000000000000005,21.6,4.25,25.75,16.289999,1.7860001,0.0,9.460001,0.7591349393483076,0.862789,-13.900004577636707
-31.396,29.2651,18-01-2011,134.5,119.5,15.0,98.7,4.9,23.9,3.8799999,25.96,17.63,1.9070001,0.0,8.33,0.733828996282528,0.88847584,-20.799999999999997
-33.38056,19.30167,18-01-2011,194.3,14.400001,179.90001,13.4,0.7000000000000001,8.2,-3.1299999,26.59,11.87,1.092,0.0,14.72,0.06896551615817781,0.0741122,-1.0000005722045895
-33.31388889,19.07472222,18-01-2011,205.90001,15.1,190.8,13.8,0.7000000000000001,10.2,-3.54,29.13,14.309999,1.271,0.0,14.82,0.06702282363471454,0.07333657,-1.3000003814697259
-27.495556,26.074722,18-01-2011,194.2,76.3,117.9,79.9,4.0,2.8,1.9499999,29.939999,14.9,1.4030001,0.0,15.039999,0.4114315203686373,0.39289394,3.599996948242193
-24.39619444,27.08983333,19-01-2011,169.2,92.6,76.6,96.5,4.800000000000001,8.400001,1.86,31.679998,18.75,1.8280001,0.0,12.929998,0.5703309795538536,0.5472813,3.9000015258789062
-26.970278,27.211111,19-01-2011,173.90001,91.8,82.1,96.2,4.800000000000001,3.5,1.3199999,28.859999,15.42,1.473,0.0,13.439999,0.5531914602379582,0.5278896,4.39999694824219
-26.880278,26.965,19-01-2011,175.5,89.6,85.9,93.9,4.7,3.3,1.26,29.15,15.61,1.4970001,0.0,13.54,0.535042735042735,0.5105413,4.300001525878912
-27.273889,28.49,19-01-2011,164.3,100.1,64.200005,104.7,5.2,4.4,1.17,27.599998,14.009999,1.416,0.0,13.589999,0.6372489230387743,0.6092513,4.600001525878909
-27.3,28.586944,19-01-2011,163.40001,99.1,64.3,103.80000000000001,5.2,4.2000003,1.16,27.63,13.929999,1.4200001,0.0,13.7,0.6352508823996602,0.6064871,4.700001525878918
-27.044444,27.005,19-01-2011,178.7,89.200005,89.5,93.5,4.7,3.3,1.43,29.25,15.57,1.478,0.0,13.68,0.5232232881743187,0.49916065,4.299995422363281
-30.568333,29.422778,19-01-2011,137.7,101.5,36.2,105.30000000000001,5.300000000000001,8.5,4.22,24.699999,12.12,1.4660001,0.0,12.579999,0.7647058993006334,0.73710966,3.8000000000000114
-30.570833,29.150556,19-01-2011,138.90001,104.1,34.8,108.5,5.4,6.5,3.74,24.51,11.94,1.404,0.0,12.570001,0.7811374575124045,0.74946,4.400001525878906
-34.031944,22.053333,19-01-2011,157.5,20.6,136.90001,20.200000000000003,1.0,7.0,2.11,25.33,14.79,1.6140001,0.0,10.54,0.12825396825396826,0.13079365,-0.4000003814697237
-33.13083,18.86278,19-01-2011,207.1,12.7,194.40001,12.200000000000001,0.6000000000000001,7.5,-3.74,29.59,14.95,1.322,0.0,14.64,0.05890873800313664,0.061323028,-0.49999980926513565
-33.7075,18.97444444,19-01-2011,200.3,21.2,179.1,19.6,1.0,11.8,-3.36,28.39,14.78,1.371,0.0,13.61,0.0978532186788601,0.10584124,-1.6000007629394517
-25.57877778,29.12747222,19-01-2011,161.6,97.8,63.8,102.30000000000001,5.1000000000000005,4.8,1.4,29.429998,15.799999,1.639,0.0,13.629999,0.6330445305458096,0.605198,4.499996948242199
-26.006389,29.253889,20-01-2011,152.0,92.3,59.7,96.5,4.800000000000001,5.5,0.62,27.09,14.0199995,1.503,0.0,13.070001,0.6348684210526315,0.60723686,4.1999969482421875
-27.02314,28.59389,20-01-2011,163.1,93.3,69.8,97.60000000000001,4.9,4.8,0.58,27.8,14.2,1.4410001,0.0,13.599999,0.598405863566036,0.5720417,4.299996948242196
-30.679722,26.7125,20-01-2011,180.90001,64.9,116.0,68.10000000000001,3.4000000000000004,2.1000001,1.16,28.599998,12.28,1.284,0.0,16.32,0.3764510588915845,0.35876173,3.1999984741211023
-28.460833,21.248889,20-01-2011,244.7,49.600002,195.1,52.300000000000004,2.6,0.0,4.5,33.62,16.89,0.952,0.0,16.73,0.21373110197080328,0.20269719,2.699997711181645
-30.77586667,29.03221667,20-01-2011,141.5,100.200005,41.3,104.30000000000001,5.2,6.6,3.8899999,26.0,14.53,1.559,0.0,11.47,0.7371024734982333,0.70812726,4.099995422363293
-24.925278,29.324444,21-01-2011,162.40001,104.5,57.9,109.5,5.5,4.0,2.3899999,30.97,17.51,1.845,0.0,13.459999,0.6742610457324862,0.64347285,5.0
-28.460833,21.248889,21-01-2011,244.7,49.600002,195.1,52.300000000000004,2.6,0.0,4.5,33.62,16.89,0.952,0.0,16.73,0.21373110197080328,0.20269719,2.699997711181645
-24.679167,30.8025,24-01-2011,143.3,141.7,1.6,149.0,7.4,16.7,1.56,25.99,15.07,1.6890001,0.0,10.92,1.039776670110631,0.98883456,7.3000030517578125
-25.99136,27.84208,24-01-2011,161.1,94.200005,66.9,98.5,4.9,4.9,0.96999997,28.039999,15.62,1.552,0.0,12.419999,0.6114214541786444,0.58472997,4.299995422363281
-25.49037,30.6986,24-01-2011,144.7,118.4,26.300001,122.5,6.1000000000000005,17.2,1.16,26.84,15.66,1.7770001,0.0,11.18,0.8465791470874535,0.8182447,4.099998474121094
-26.970278,27.211111,24-01-2011,173.90001,91.8,82.1,96.2,4.800000000000001,3.5,1.3199999,28.859999,15.42,1.473,0.0,13.439999,0.5531914602379582,0.5278896,4.39999694824219
-27.671111,27.236944,24-01-2011,182.90001,89.8,93.1,94.2,4.7,2.7,1.62,29.48,15.049999,1.417,0.0,14.43,0.5150355127649483,0.49097866,4.39999694824219
-27.356667,27.286389,24-01-2011,182.40001,90.4,92.0,94.80000000000001,4.7,3.0,1.51,29.23,15.32,1.4440001,0.0,13.91,0.5197368160179131,0.49561402,4.399998474121105
-27.01011111,26.69808333,25-01-2011,183.5,86.6,96.9,90.9,4.5,2.2,1.18,29.289999,15.61,1.4740001,0.0,13.679999,0.4953678474114442,0.4719346,4.300001525878912
-26.98472222,26.63227778,25-01-2011,181.40001,87.4,94.0,91.80000000000001,4.6000000000000005,2.5,1.4,29.349998,15.679999,1.4790001,0.0,13.669999,0.5060639215371909,0.48180816,4.399998474121105
-27.398611,26.614722,25-01-2011,191.90001,80.9,111.0,84.9,4.2,2.5,1.3399999,29.939999,15.61,1.445,0.0,14.329999,0.4424179048960037,0.42157373,3.9999984741210994
-33.818056,19.694722,25-01-2011,201.8,12.900001,188.90001,12.3,0.6000000000000001,6.2000003,-2.37,28.73,14.099999,1.292,0.0,14.63,0.060951436144653016,0.06392468,-0.6000005722045891
-25.45963889,28.26430556,25-01-2011,164.5,100.0,64.5,104.7,5.2,5.1,0.94,29.849998,16.63,1.6890001,0.0,13.219999,0.6364741641337386,0.60790277,4.700000000000003
-33.897778,20.012778,25-01-2011,196.1,11.3,184.8,11.0,0.5,4.9,-1.8399999,29.26,14.559999,1.325,0.0,14.700001,0.056093827932842656,0.057623662,-0.3000001907348633
-25.81048333,27.90955222,26-01-2011,164.1,96.1,68.0,100.5,5.0,5.1,1.3299999,28.97,16.56,1.626,0.0,12.41,0.6124314214626158,0.5856185,4.400001525878906
-34.065833,20.404167,26-01-2011,179.3,13.2,166.1,12.700000000000001,0.6000000000000001,6.2000003,0.91999996,29.189999,15.91,1.4430001,0.0,13.279999,0.07083100827574411,0.07361963,-0.49999980926513565
-24.058889,31.237222,26-01-2011,154.6,60.100002,94.5,63.300000000000004,3.2,1.4,-1.09,31.59,19.869999,2.1360002,0.0,11.720001,0.4094437095792621,0.38874516,3.199997711181645
-26.648056,27.089444,26-01-2011,170.90001,89.6,81.3,93.9,4.7,3.4,1.02,28.599998,15.219999,1.5000001,0.0,13.379999,0.5494440899338158,0.5242832,4.300001525878912
-26.880278,26.965,26-01-2011,175.5,89.6,85.9,93.9,4.7,3.3,1.26,29.15,15.61,1.4970001,0.0,13.54,0.535042735042735,0.5105413,4.300001525878912
-27.273889,28.49,26-01-2011,164.3,100.1,64.200005,104.7,5.2,4.4,1.17,27.599998,14.009999,1.416,0.0,13.589999,0.6372489230387743,0.6092513,4.600001525878909
-27.044444,27.005,26-01-2011,178.7,89.200005,89.5,93.5,4.7,3.3,1.43,29.25,15.57,1.478,0.0,13.68,0.5232232881743187,0.49916065,4.299995422363281
-34.092222,21.295278,26-01-2011,173.1,16.9,156.2,16.6,0.8,5.4,2.04,27.42,14.95,1.516,0.0,12.47,0.09589832128644193,0.097631425,-0.299999618530272
-27.02314,28.59389,27-01-2011,163.1,93.3,69.8,97.60000000000001,4.9,4.8,0.58,27.8,14.2,1.4410001,0.0,13.599999,0.598405863566036,0.5720417,4.299996948242196
-26.73806,27.59194,27-01-2011,168.1,92.0,76.1,96.30000000000001,4.800000000000001,4.1,1.05,28.13,15.17,1.475,0.0,12.959999,0.5728732689081444,0.54729325,4.300000000000011
-28.760833,17.730278,30-01-2011,257.5,1.2,256.30002,1.3,0.1,0.0,1.42,34.98,19.64,0.9480001,0.0,15.34,0.005048543689320389,0.0046601943,0.09999995231628422
-26.861111,28.884722,31-01-2011,161.0,85.200005,75.8,89.0,4.5,5.2000003,-1.89,27.43,14.009999,1.445,0.0,13.420001,0.5527950310559007,0.52919257,3.7999954223632812
-26.73806,27.59194,31-01-2011,168.1,92.0,76.1,96.30000000000001,4.800000000000001,4.1,1.05,28.13,15.17,1.475,0.0,12.959999,0.5728732689081444,0.54729325,4.300000000000011
-25.127778,27.628889,01-02-2011,169.3,107.1,62.2,112.2,5.6000000000000005,6.1,1.31,31.17,17.97,1.789,0.0,13.200001,0.6627288716923331,0.63260484,5.100001525878909
-24.69514,27.40906,01-02-2011,172.90001,115.6,57.3,121.0,6.0,7.0,1.74,31.609999,18.789999,1.8190001,0.0,12.82,0.6998264522434787,0.66859454,5.400001525878906
-27.363611,31.783333,01-02-2011,154.40001,72.3,82.1,75.0,3.8000000000000003,10.6,-1.42,30.019999,18.93,2.072,0.0,11.089998,0.4857512665337716,0.46826425,2.6999969482421875
-27.802778,28.768333,01-02-2011,159.1,102.8,56.3,107.80000000000001,5.4,3.3,1.4499999,26.91,13.11,1.386,0.0,13.8,0.6775612562193231,0.6461345,4.999996948242199
-29.160278,26.573333,01-02-2011,190.1,80.4,109.700005,84.30000000000001,4.2,2.4,1.65,28.949999,13.07,1.2370001,0.0,15.879999,0.44345080112252033,0.42293528,3.899998474121105
-34.329722,18.990278,01-02-2011,158.2,27.2,131.0,23.5,1.2000000000000002,17.9,-3.9499998,23.05,13.58,1.465,0.0,9.469999,0.14854614698689547,0.17193426,-3.700000762939453
-25.20639,27.558,02-02-2011,170.0,108.0,62.0,112.9,5.6000000000000005,6.5,1.43,31.109999,17.91,1.7850001,0.0,13.199999,0.6641176470588236,0.63529414,4.900000000000006
-23.281,30.54305556,03-02-2011,154.40001,95.0,59.4,99.5,5.0,6.2000003,1.4499999,30.859999,19.76,2.0640001,0.0,11.099998,0.6444300136014703,0.6152849,4.5
-28.801278,31.955389,03-02-2011,150.2,87.6,62.600002,89.60000000000001,4.5,11.0,-0.83,28.939999,19.64,2.262,0.0,9.299999,0.5965379615212343,0.5832224,2.0000015258789148
-27.00222,28.76528,03-02-2011,161.6,91.200005,70.4,95.4,4.800000000000001,5.0,0.7,27.63,14.11,1.442,0.0,13.5199995,0.5903465123565027,0.56435645,4.199995422363287
-27.02314,28.59389,03-02-2011,163.1,93.3,69.8,97.60000000000001,4.9,4.8,0.58,27.8,14.2,1.4410001,0.0,13.599999,0.598405863566036,0.5720417,4.299996948242196
-27.3,28.586944,03-02-2011,163.40001,99.1,64.3,103.80000000000001,5.2,4.2000003,1.16,27.63,13.929999,1.4200001,0.0,13.7,0.6352508823996602,0.6064871,4.700001525878918
-30.679722,26.7125,03-02-2011,180.90001,64.9,116.0,68.10000000000001,3.4000000000000004,2.1000001,1.16,28.599998,12.28,1.284,0.0,16.32,0.3764510588915845,0.35876173,3.1999984741211023
-28.460833,21.248889,03-02-2011,244.7,49.600002,195.1,52.300000000000004,2.6,0.0,4.5,33.62,16.89,0.952,0.0,16.73,0.21373110197080328,0.20269719,2.699997711181645
-28.460833,21.248889,04-02-2011,244.7,49.600002,195.1,52.300000000000004,2.6,0.0,4.5,33.62,16.89,0.952,0.0,16.73,0.21373110197080328,0.20269719,2.699997711181645
-29.140556,31.391944,07-02-2011,143.5,103.6,39.9,108.7,5.4,4.8,-2.6499999,28.07,19.279999,2.21,0.0,8.790001,0.7574912891986063,0.7219512,5.100001525878909
-25.99136,27.84208,07-02-2011,161.1,94.200005,66.9,98.5,4.9,4.9,0.96999997,28.039999,15.62,1.552,0.0,12.419999,0.6114214541786444,0.58472997,4.299995422363281
-24.058889,31.237222,07-02-2011,154.6,60.100002,94.5,63.300000000000004,3.2,1.4,-1.09,31.59,19.869999,2.1360002,0.0,11.720001,0.4094437095792621,0.38874516,3.199997711181645
-26.73806,27.59194,07-02-2011,168.1,92.0,76.1,96.30000000000001,4.800000000000001,4.1,1.05,28.13,15.17,1.475,0.0,12.959999,0.5728732689081444,0.54729325,4.300000000000011
-30.86013889,29.07125,07-02-2011,140.6,97.700005,42.9,101.60000000000001,5.1000000000000005,7.0,3.77,26.07,14.799999,1.598,0.0,11.27,0.7226173228271258,0.6948791,3.8999954223632898
-27.356667,27.286389,07-02-2011,182.40001,90.4,92.0,94.80000000000001,4.7,3.0,1.51,29.23,15.32,1.4440001,0.0,13.91,0.5197368160179131,0.49561402,4.399998474121105
-28.058889,30.373611,07-02-2011,158.0,95.0,63.0,99.60000000000001,5.0,4.2000003,-2.27,28.029999,14.679999,1.593,0.0,13.349999,0.6303797468354431,0.60126585,4.6000000000000085
-27.01011111,26.69808333,08-02-2011,183.5,86.6,96.9,90.9,4.5,2.2,1.18,29.289999,15.61,1.4740001,0.0,13.679999,0.4953678474114442,0.4719346,4.300001525878912
-27.169444,29.233889,08-02-2011,157.3,86.0,71.3,90.0,4.5,4.0,-2.02,26.93,13.59,1.4410001,0.0,13.34,0.5721551065093528,0.546726,4.0
-26.98472222,26.63227778,08-02-2011,181.40001,87.4,94.0,91.80000000000001,4.6000000000000005,2.5,1.4,29.349998,15.679999,1.4790001,0.0,13.669999,0.5060639215371909,0.48180816,4.399998474121105
-27.398611,26.614722,08-02-2011,191.90001,80.9,111.0,84.9,4.2,2.5,1.3399999,29.939999,15.61,1.445,0.0,14.329999,0.4424179048960037,0.42157373,3.9999984741210994
-27.573056,24.746389,08-02-2011,208.40001,71.5,136.90001,75.2,3.8000000000000003,0.4,1.7199999,31.66,15.66,1.401,0.0,16.0,0.36084451389812766,0.3430902,3.700000000000003
-33.501667,21.624167,08-02-2011,189.1,12.400001,176.7,13.0,0.7000000000000001,0.1,0.57,27.64,11.98,1.187,0.0,15.66,0.06874669265152558,0.065573774,0.5999994277954102
-32.502778,19.535833,08-02-2011,233.40001,4.7000003,228.7,4.800000000000001,0.2,1.3000001,-1.88,30.92,13.57,1.029,0.0,17.35,0.02056555189253106,0.020137103,0.09999971389770579
-25.45963889,28.26430556,08-02-2011,164.5,100.0,64.5,104.7,5.2,5.1,0.94,29.849998,16.63,1.6890001,0.0,13.219999,0.6364741641337386,0.60790277,4.700000000000003
-26.970278,27.211111,09-02-2011,173.90001,91.8,82.1,96.2,4.800000000000001,3.5,1.3199999,28.859999,15.42,1.473,0.0,13.439999,0.5531914602379582,0.5278896,4.39999694824219
-27.273889,28.49,09-02-2011,164.3,100.1,64.200005,104.7,5.2,4.4,1.17,27.599998,14.009999,1.416,0.0,13.589999,0.6372489230387743,0.6092513,4.600001525878909
-28.69485,28.23487,09-02-2011,160.7,98.6,62.100002,103.4,5.2,3.1000001,1.8399999,25.769999,12.639999,1.291,0.0,13.129999,0.6434349842166008,0.6135656,4.800001525878912
-28.883333,27.89,09-02-2011,164.2,101.0,63.2,105.80000000000001,5.300000000000001,3.3,2.09,26.349998,12.929999,1.292,0.0,13.419999,0.6443361873712424,0.61510354,4.800000000000011
-27.02314,28.59389,10-02-2011,163.1,93.3,69.8,97.60000000000001,4.9,4.8,0.58,27.8,14.2,1.4410001,0.0,13.599999,0.598405863566036,0.5720417,4.299996948242196
